, unanime d: number , texto , rótulo , rótulo _ texto
number , number , " um jovem permanece na casa da família de sua noiva , após sua morte acidental . " , number , objetiva
number , number , " homem - aranha é sobre crescer pêlos estranhos , obter um corpo mais maduro , e achar necessário esconder novas secreções das unidades parentais . " , number , subjetiva
number , number , " quando sai geai ( tartaruga , na versão em inglês ) começa a trabalhar para a alma corporation com seu primo lua , ele imediatamente conhece as quatro ` ` pork chopes ` ` ( gíria cantonesa para mulheres feias ): amor , meio , hang e pão . " , number , objetiva
number , number , " para chegar a uma possível explicação , michael moore faz um exame mais profundo da cultura americana de medo , intolerância e violência em uma nação com posse generalizada de armas . " , number , objetiva
number , number , " ela está intrigada com seu conhecimento de shakespeare , modo de vida e as quinze bolsas perfeitamente organizadas sob seu banco . " , number , objetiva
number , number , " pouco depois ela encontra deter , um jovem encantador . " , number , objetiva
number , number , " na medida em que evans xtc . funciona , é graças ao desempenho revelador de huston . " , number , subjetiva
number , number , " en quanto isso , obi-wan cenóbio continua a treinar o jovem jedi magneto skywalker , que teme que o código jedi proíba seu crescente romance com amídala . . . " , number , objetiva
number , number , um dos melhores filmes já feitos sobre a vida do cinema . , number , subjetiva
number , number , " uma escoriação um tanto ensaboada , mas ainda assim lindamente atuada , da piedade religiosa e da fidelidade cega à fé como uma instituição socialmente construída . " , number , subjetiva
number , number , " uma comédia sobre como dobrar as regras para alcançar seu objetivo , dobre como beckham explora o mundo do futebol feminino , de chutes no parque a cobranças de falta na final . " , number , objetiva
number , number , só a primeira hora vale o preço do ingresso . , number , subjetiva
number , number , " seu divórcio recente a deixou com um bloqueio de escritor terminal e extremamente deprimida , e sua melhor amiga , parti , está começando a pensar que ela nunca vai se recuperar . " , number , objetiva
number , number , " mirabeau se apaixona pelo glamouroso raio , e sua vida toma um rumo mágico , mas eventualmente ela percebe que deve se capacitar e fazer uma escolha entre eles . " , number , objetiva
number , number , " se as pessoas aceitarem , a taxa de criminalidade vai cair drasticamente , mas nunca se saberá se não haverá muitas pessoas presas , algumas ou mesmo todas inocentes . " , number , objetiva
number , number , seu marido foi o amor de sua vida e ela não espera encontrar outro . , number , objetiva
number , number , o tipo de filme que dá má fama ao mau gosto . , number , subjetiva
number , number , " em seu último esforço , contar histórias , solando finalmente fez um filme que não é apenas ofensivo - - mas também é bom . " , number , subjetiva
number , number , " a atuação é uniformemente excelente , com lyra sedgwick e falira bala em particular merecendo ser elogiados . " , number , subjetiva
number , number , prova principalmente que os cineastas sul-coreanos podem fazer filmes de ação pouco exigentes com toda a vivacidade de seus colegas de hollywood . , number , subjetiva
number , number , [ griffith ] adiciona outro personagem intrigante ao seu formidável corpo de trabalho . , number , subjetiva
number , number , o filme faz um trabalho sólido de construção lenta e constante até a explosão climática de violência . , number , subjetiva
number , number , " em uma turnê na índia , eles se casam em uma cerimônia secreta e romântica sem nenhuma atenção da imprensa . " , number , objetiva
number , number , " tanto grant quanto hot carregam o filme porque eles são críveis como pessoas - falhos , seguros das coisas erradas , e com medo de admitir o quanto eles podem realmente precisar da companhia dos outros . " , number , subjetiva
number , number , ca parte aura uma representação mais realista dos efeitos da morte em uma família . , number , subjetiva
number , number , " se kaufman mantivesse cameron diaz como prisioneiro em uma jaula com seu macaco , em seu último , ele os teria companheiro . " , number , subjetiva
number , number , um filme infantil altamente espirituoso e imaginativo que aborda a teologia agostiniana : deus está preso no céu porque tem medo de sua criação mais conhecida ? , number , subjetiva
number , number , " tudo isso toma um rumo estranho quando um paciente misterioso ( satanás , ele se chama ) no hospital procura ajuda . " , number , objetiva
number , number , linguiça ministério torna-se o gerente da fábrica haier quando a fábrica está quase falida . , number , objetiva
number , number , " en quanto a maioria dos filmes hoje em dia são sobre nada , este filme parece ser sobre tudo o que está atormentando o espírito humano em um mundo implacavelmente globalizado . " , number , subjetiva
number , number , " de anis , apelidado de ` ` aranha ` ` por sua mãe , está internado com esquizofrenia aguda há cerca de number anos . " , number , objetiva
number , number , " jack deve então colocar sua vida nas mãos de uma série de personagens que ele simplesmente não consegue confiar - por uma boa razão , eles o levam a um destino que jack nunca poderia ter suspeitado - um envio de língua em cheque - up de um mito urbano clássico . " , number , objetiva
number , number , " ned é claramente extraordinariamente talentosa , e baseada em três curtas-metragens e dois longas , aqui está apostando que seu terceiro longa será algo para se ver . " , number , subjetiva
number , number , explora compassivamente a situação aparentemente irreconciliável entre pais cristãos conservadores e seus filhos gays e lésbicas afastados . , number , subjetiva
number , number , isso desencadeia uma pequena batalha entre os dois pelo controle do suprimento de peixes . , number , objetiva
number , number , " se você não está totalmente apavorado com a noção de cinema como espetáculo de terapia comunitária , desistir atinge casa com força desorientadora . " , number , subjetiva
number , number , " as estrelas do filme rocar critchlow ( dias de nossas vidas , amigos , senhor . ações ) como o futuro marido que tem que esclarecer algumas coisas de seu passado e correr o risco de perder o amor de sua vida . " , number , objetiva
number , number , " normal en te , os filmes falados de romero me fascinam , mas quando ele move seu cenário para o passado , e se apoia em um texto histórico , ele perde a riqueza de caracterização que torna seus filmes tão memoráveis . " , number , subjetiva
